Species,Model,class,n.patches,total.area,prop.landscape,patch.density,total.edge,edge.density,landscape.shape.index,largest.patch.index,mean.patch.area,sd.patch.area,min.patch.area,max.patch.area,perimeter.area.frac.dim,mean.perim.area.ratio,sd.perim.area.ratio,min.perim.area.ratio,max.perim.area.ratio,mean.shape.index,sd.shape.index,min.shape.index,max.shape.index,mean.frac.dim.index,sd.frac.dim.index,min.frac.dim.index,max.frac.dim.index,total.core.area,prop.landscape.core,mean.patch.core.area,sd.patch.core.area,min.patch.core.area,max.patch.core.area,prop.like.adjacencies,aggregation.index,lanscape.division.index,splitting.index,effective.mesh.size,patch.cohesion.index,range.size,n.cells,nwidth_mcp,nwidth_kd,sd.elev,sp.dist.equal.mean,median.long,median.lat
Saxifraga corsica ssp. cossoniana,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153200,1532,85,138,431.8813831,65.15920738,-0.97,38.83
Saxifraga corsica ssp. cossoniana,SDM70.bin,1,3,13800,15.48821549,3.37E-05,1000,0.011223345,2.083333333,0.108866442,4600,4430.575583,1700,9700,1.4,0.087612021,0.02814072,0.06185567,0.117647059,1.252,0.262545313,1,1.5,1.049582766,0.043249968,1.00524487,1.091655808,5500,0.061728395,1833.333333,2328.80513,200,4500,0.693251534,89.68253968,0.987058514,77.27087794,1153.08642,0.900529949,89100,891,85,138,431.8813831,65.15920738,-0.97,38.83
Saxifraga corsica ssp. cossoniana,SDM.bin,1,3,29700,38.02816901,3.84E-05,1320,0.016901408,1.885714286,0.33162612,9900,13900,800,25900,1.238,0.087057057,0.057326635,0.037837838,0.15,1.196,0.279927403,1,1.484848485,1.033789484,0.04317181,1.001036525,1.082711899,18100,0.231754161,6033.333333,9429.916931,0,16900,0.8,94.45438283,0.888443687,8.964082592,8712.548015,0.958051747,78100,781,85,138,431.8813831,65.15920738,-0.97,38.83
Saxifraga corsica ssp. cossoniana,Occurrence,1,3,29700,38.02816901,3.84E-05,1320,0.016901408,1.885714286,0.33162612,9900,13900,800,25900,1.238,0.087057057,0.057326635,0.037837838,0.15,1.196,0.279927403,1,1.484848485,1.033789484,0.04317181,1.001036525,1.082711899,18100,0.231754161,6033.333333,9429.916931,0,16900,0.8,94.45438283,0.888443687,8.964082592,8712.548015,0.958051747,78100,781,85,138,431.8813831,65.15920738,-0.97,38.83
Saxifraga cotyledon,ESM.bin,1,18,1743700,23.90201777,2.47E-06,27280,0.003739445,5.147169811,0.129934752,96872.22222,228401.2203,2400,947900,1.309,0.051511319,0.026131061,0.010549636,0.088,1.396,0.506865942,1,2.64,1.051960697,0.049312429,1.001036525,1.156881776,1480200,0.202900537,82233.33333,203984.7111,800,848200,0.924719907,96.82452541,0.980162378,50.4092689,144719.4169,0.986349012,7295200,72952,1537,1634,527.1436576,51.94722454,10.33,62.9
Saxifraga cotyledon,Occurrence,1,5,722100,18.39464031,1.27E-06,13940,0.00355105,4.1,0.162650295,144420,276848.1389,3500,638500,1.471,0.044798124,0.019075685,0.015818324,0.068571429,1.894,0.912362663,1,3.15625,1.096760842,0.073699946,1.003452094,1.172150588,586800,0.149480334,117360,235556.507,1500,538200,0.907919942,96.30745516,0.973338332,37.50703025,104663.0451,0.989085875,3925600,39256,1537,1634,527.1436576,51.94722454,10.33,62.9
Saxifraga cotyledon,SDM70.bin,1,9,1078700,18.21451488,1.52E-06,18160,0.003066428,4.365384615,0.130897302,119855.5556,250123.8249,4100,775200,1.333,0.04255864,0.01948455,0.012177503,0.068292683,1.622,0.507950494,1.076923077,2.666666667,1.08104043,0.041898228,1.021427305,1.145415193,900700,0.152088751,100077.7778,221085.1407,1800,681000,0.919224268,96.72376673,0.982043354,55.68968815,106342.8473,0.986755919,5922200,59222,1537,1634,527.1436576,51.94722454,10.33,62.9
Saxifraga cotyledon,SDM.bin,1,16,1233200,16.41203088,2.13E-06,20300,0.002701624,4.551569507,0.110979505,77075,207539.5689,2600,833900,1.307,0.054969536,0.022851777,0.010360955,0.084615385,1.397,0.417269831,1,2.360655738,1.057019914,0.043658733,1.006598092,1.12629271,1037900,0.138128826,64868.75,186386.4577,800,747700,0.920947077,96.75954339,0.986873248,76.18030831,98634.4131,0.984678777,7514000,75140,1537,1634,527.1436576,51.94722454,10.33,62.9
Saxifraga cotyledon,ESM70.bin,1,13,1398200,26.27257183,2.44E-06,22640,0.00425412,4.776371308,0.158552397,107553.8462,232458.7907,2400,843800,1.34,0.042474239,0.022417925,0.011939103,0.083333333,1.421,0.553276898,1,2.918478261,1.052469886,0.049853877,1.003452094,1.157207459,1177600,0.221274357,90584.61538,203782.3015,800,736200,0.922188617,96.7720994,0.971795446,35.455267,150101.817,0.987375258,5321900,53219,1537,1634,527.1436576,51.94722454,10.33,62.9
Saxifraga crustata,SDM70.bin,1,23,1105200,13.26054352,2.76E-06,29940,0.003592297,7.09478673,0.059883616,48052.17391,114303.5229,2400,499100,1.454,0.057341411,0.020825493,0.017711881,0.088,1.588,0.599827769,1,3.112676056,1.078556621,0.057257131,1.001036525,1.173844221,821600,0.098578199,35721.73913,94134.37183,800,412400,0.873140969,94.12597634,0.995097543,203.9793366,40859.53087,0.978109188,8334500,83345,448,642,604.7934297,90.20675405,14.68,45.82
Saxifraga crustata,ESM.bin,1,11,489600,34.13035901,7.67E-06,13400,0.009341234,4.785714286,0.261484838,44509.09091,110646.7664,1900,375100,1.455,0.06292857,0.024337003,0.02228739,0.094736842,1.421,0.73369308,1,3.398373984,1.049492024,0.062786392,1.001036525,1.191266125,361800,0.252213315,32890.90909,86975.46153,500,293300,0.871917415,94.50891007,0.929915734,14.26853775,100535.8801,0.98530998,1434500,14345,448,642,604.7934297,90.20675405,14.68,45.82
Saxifraga crustata,SDM.bin,1,16,322300,17.69226547,8.78E-06,10980,0.006027337,4.815789474,0.136685514,20143.75,61080.71129,2400,249000,1.492,0.068799559,0.015415629,0.024096386,0.091666667,1.297,0.494029898,1,3,1.044559732,0.048468023,1,1.177158609,221500,0.121589724,13843.75,47126.14234,700,190500,0.843030736,93.13013266,0.981180226,53.13560135,34283.98199,0.974600349,1821700,18217,448,642,604.7934297,90.20675405,14.68,45.82
Saxifraga crustata,ESM70.bin,1,7,318900,13.31746429,2.92E-06,8260,0.003449428,3.654867257,0.116720955,45557.14286,103289.6713,1300,279500,1.394,0.069335189,0.043229183,0.021681574,0.153846154,1.438,0.678875525,1,2.858490566,1.057331049,0.064521248,1.004749972,1.167899256,239900,0.100183747,34271.42857,81874.67484,0,219800,0.878368429,95.21149242,0.986302892,73.00811465,32799.09379,0.982085296,2394600,23946,448,642,604.7934297,90.20675405,14.68,45.82
Saxifraga crustata,Occurrence,1,4,89400,32.39130435,1.45E-05,2960,0.010724638,2.466666667,0.174637681,22350,23932.33517,1200,48200,1.267,0.064166125,0.04167609,0.028630705,0.116666667,1.301,0.326866589,1,1.568181818,1.04589252,0.045795341,1.00290819,1.087091784,61500,0.222826087,15375,17481.10885,200,34800,0.847107438,94.90740741,0.951213506,20.49747602,13465.07246,0.965013093,276000,2760,448,642,604.7934297,90.20675405,14.68,45.82
Saxifraga cuneata,ESM.bin,1,1,81900,71.59090909,8.74E-06,2040,0.017832168,1.75862069,0.715909091,81900,NA,81900,81900,NA,0.024908425,NA,0.024908425,0.024908425,1.782,NA,1.75862069,1.75862069,1.102142775,NA,1.102142775,1.102142775,62000,0.541958042,62000,NA,62000,62000,0.882758621,97.21518987,0.487474174,1.951121189,58632.95455,0.994458968,114400,1144,303,515,336.9860892,114.9748195,-3.3,42.665
Saxifraga cuneata,SDM.bin,1,1,62500,62.6252505,1.00E-05,1920,0.019238477,1.92,0.626252505,62500,NA,62500,62500,NA,0.03072,NA,0.03072,0.03072,1.92,NA,1.92,1.92,1.118143585,NA,1.118143585,1.118143585,43800,0.438877756,43800,NA,43800,43800,0.857355126,96.24687239,0.6078078,2.54977024,39140.78156,0.991381637,99800,998,303,515,336.9860892,114.9748195,-3.3,42.665
Saxifraga cuneata,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2394600,23946,303,515,336.9860892,114.9748195,-3.3,42.665
Saxifraga cuneata,Occurrence,1,1,62500,62.6252505,1.00E-05,1920,0.019238477,1.92,0.626252505,62500,NA,62500,62500,NA,0.03072,NA,0.03072,0.03072,1.92,NA,1.92,1.92,1.118143585,NA,1.118143585,1.118143585,43800,0.438877756,43800,NA,43800,43800,0.857355126,96.24687239,0.6078078,2.54977024,39140.78156,0.991381637,99800,998,303,515,336.9860892,114.9748195,-3.3,42.665
Saxifraga cuneata,SDM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8334500,83345,303,515,336.9860892,114.9748195,-3.3,42.665
Saxifraga cuneifolia ssp. cuneifolia,SDM.bin,1,3,59000,49.7470489,2.53E-05,2260,0.019055649,2.306122449,0.365935919,19666.66667,21251.19604,2400,43400,1.434,0.052385607,0.026818958,0.0359447,0.083333333,1.327,0.471777191,1,1.857142857,1.046821103,0.061480215,1.00524487,1.117442737,38100,0.321247892,12700,14394.79072,800,28700,0.825212684,94.34129089,0.853294052,6.8163562,17399.32546,0.97056386,118600,1186,238,557,779.7019841,100.1708091,7.435,44.475
Saxifraga cuneifolia ssp. cuneifolia,ESM70.bin,1,1,4500,100,0.000222222,320,0.071111111,1.142857143,1,4500,NA,4500,4500,NA,0.071111111,NA,0.071111111,0.071111111,1.193,NA,1.142857143,1.142857143,1.04187204,NA,1.04187204,1.04187204,1700,0.377777778,1700,NA,1700,1700,0.698113208,97.36842105,0,1,4500,1,4500,45,238,557,779.7019841,100.1708091,7.435,44.475
Saxifraga cuneifolia ssp. cuneifolia,Occurrence,1,3,48000,40.81632653,2.55E-05,2400,0.020408163,2.727272727,0.325680272,16000,19410.56413,2900,38300,1.363,0.07181719,0.034614055,0.043342037,0.110344828,1.626,0.435534339,1.235294118,2.075,1.098835019,0.04384884,1.054760391,1.142454528,26700,0.227040816,8900,12174.15295,800,22900,0.777777778,91.70305677,0.889980737,9.089317402,12938.26531,0.964417739,117600,1176,238,557,779.7019841,100.1708091,7.435,44.475
Saxifraga cuneifolia ssp. cuneifolia,SDM70.bin,1,7,34800,8.645962733,1.74E-05,2320,0.005763975,3.052631579,0.021614907,4971.428571,2166.959687,3000,8700,1.565,0.069628847,0.009709577,0.052873563,0.08,1.179,0.152958173,1,1.4375,1.036560498,0.028738213,1.003452094,1.090849838,15000,0.037267081,2142.857143,1247.473637,1000,4500,0.714285714,88.14589666,0.998758196,805.2800974,499.826087,0.876714697,402500,4025,238,557,779.7019841,100.1708091,7.435,44.475
Saxifraga cuneifolia ssp. cuneifolia,ESM.bin,1,3,79500,38.66731518,1.46E-05,3380,0.016439689,2.964912281,0.287451362,26500,28241.10479,9500,59100,1.611,0.049701529,0.01257805,0.038240271,0.063157895,1.703,0.556643158,1.238095238,2.306122449,1.098275829,0.05329114,1.047173665,1.153514825,48100,0.233949416,16033.33333,18785.45537,4300,37700,0.807845367,92.69406393,0.912426049,11.41892071,18005.20428,0.970357367,205600,2056,238,557,779.7019841,100.1708091,7.435,44.475
Saxifraga cuneifolia ssp. robusta,SDM.bin,1,15,611800,29.93736543,7.34E-06,16480,0.0080642,5.248407643,0.17063026,40786.66667,93009.09991,2400,348700,1.441,0.056700445,0.020553988,0.021279036,0.083333333,1.368,0.602791098,1,3.117647059,1.046182275,0.054419228,1,1.179385566,456800,0.223527109,30453.33333,74033.65901,800,276600,0.87381317,94.4780197,0.965025753,28.59246717,71473.37052,0.981055529,2043600,20436,947,1457,678.8747537,212.5403588,12.71,45.81
Saxifraga cuneifolia ssp. robusta,ESM70.bin,1,20,324700,11.00454145,6.78E-06,10700,0.003626381,4.692982456,0.068528435,16235,44000.2186,2400,202200,1.339,0.063951721,0.017990035,0.017903066,0.088,1.22,0.264037594,1,2.011111111,1.038020114,0.035086673,1.001036525,1.114500766,227200,0.077001288,11360,36602.56534,800,166400,0.84777351,93.40125392,0.995169346,207.0113009,14253.32814,0.958064328,2950600,29506,947,1457,678.8747537,212.5403588,12.71,45.81
Saxifraga cuneifolia ssp. robusta,SDM70.bin,1,37,895700,13.82765222,5.71E-06,27060,0.004177473,7.121052632,0.033546375,24208.10811,47522.62256,400,217300,1.313,0.061383844,0.037440076,0.016990037,0.25,1.311,0.335122966,1,2.156862745,1.049364894,0.0423239,1,1.140510748,644000,0.099419538,17405.40541,39466.12433,0,179400,0.859552603,93.43827578,0.997545584,407.4288622,15898.72638,0.960661142,6477600,64776,947,1457,678.8747537,212.5403588,12.71,45.81
Saxifraga cuneifolia ssp. robusta,Occurrence,1,6,275700,28.99358502,6.31E-06,7860,0.008265853,3.70754717,0.190661479,45950,73393.18088,2600,181300,1.431,0.05974376,0.026509403,0.025672372,0.084615385,1.489,0.723095061,1,2.790697674,1.057250738,0.067818032,1.001036525,1.17114808,199900,0.210221895,33316.66667,54906.69965,800,134100,0.866937532,94.69304734,0.956203565,22.83290864,41646.03008,0.98093193,950900,9509,947,1457,678.8747537,212.5403588,12.71,45.81
Saxifraga cuneifolia ssp. robusta,ESM.bin,1,17,701500,33.91674322,8.22E-06,19160,0.009263646,5.702380952,0.222791665,41264.70588,109323.922,2800,460800,1.466,0.054089465,0.019306864,0.020095486,0.078571429,1.435,0.605523341,1,3.404411765,1.058284884,0.056315291,1.001036525,1.188149938,521000,0.251897694,30647.05882,88467.83397,1000,370700,0.872164398,94.30096667,0.948531635,19.42941081,106452.0186,0.982115592,2068300,20683,947,1457,678.8747537,212.5403588,12.71,45.81
Saxifraga diapensioides,Occurrence,1,1,32500,78.88349515,2.43E-05,1000,0.024271845,1.351351351,0.788834951,32500,NA,32500,32500,NA,0.030769231,NA,0.030769231,0.030769231,1.387,NA,1.351351351,1.351351351,1.062944149,NA,1.062944149,1.062944149,22900,0.555825243,22900,NA,22900,22900,0.857142857,97.87928222,0.377739419,1.607043787,25637.13592,0.99347498,41200,412,213,485,802.5103489,118.3592686,7.38,44.91
Saxifraga diapensioides,ESM.bin,1,1,45000,86.20689655,1.92E-05,1100,0.021072797,1.279069767,0.862068966,45000,NA,45000,45000,NA,0.024444444,NA,0.024444444,0.024444444,1.296,NA,1.279069767,1.279069767,1.048451016,NA,1.048451016,1.048451016,34600,0.662835249,34600,NA,34600,34600,0.884816754,98.59976663,0.256837099,1.3456,38793.10345,0.996474031,52200,522,213,485,802.5103489,118.3592686,7.38,44.91
Saxifraga diapensioides,SDM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6477600,64776,213,485,802.5103489,118.3592686,7.38,44.91
Saxifraga diapensioides,ESM70.bin,1,2,7600,33.18777293,8.73E-05,640,0.027947598,1.777777778,0.231441048,3800,2121.320344,2300,5300,1.549,0.087448728,0.011601424,0.079245283,0.095652174,1.295,0.212132034,1.1,1.4,1.060405521,0.035366354,1.035397733,1.08541331,2400,0.104803493,1200,989.9494937,500,1900,0.652173913,89.55223881,0.936347514,15.71030557,1457.641921,0.904132313,22900,229,213,485,802.5103489,118.3592686,7.38,44.91
Saxifraga diapensioides,SDM.bin,1,1,32500,78.88349515,2.43E-05,1000,0.024271845,1.351351351,0.788834951,32500,NA,32500,32500,NA,0.030769231,NA,0.030769231,0.030769231,1.387,NA,1.351351351,1.351351351,1.062944149,NA,1.062944149,1.062944149,22900,0.555825243,22900,NA,22900,22900,0.857142857,97.87928222,0.377739419,1.607043787,25637.13592,0.99347498,41200,412,213,485,802.5103489,118.3592686,7.38,44.91
Saxifraga exarata ssp. ampullacea,ESM.bin,1,4,49300,30.07931666,2.44E-05,2300,0.014032947,2.555555556,0.229408176,12325,17125.49269,900,37600,1.231,0.090657013,0.060994219,0.036702128,0.177777778,1.418,0.321856159,1,1.769230769,1.074614685,0.04153639,1.014385422,1.109383562,28800,0.175716901,7200,11502.17371,0,24300,0.791099001,92.56110521,0.944627987,18.05966507,9075.472849,0.954385192,163900,1639,89,230,545.3543532,52.97434625,13.795,41.995
Saxifraga exarata ssp. ampullacea,SDM70.bin,1,8,130600,31.05826397,1.90E-05,5660,0.013460166,3.876712329,0.101307967,16325,15118.83877,2500,42600,1.524,0.052819938,0.016135262,0.035761589,0.08,1.359,0.412613869,1,2,1.053709639,0.052478639,1,1.133297555,78500,0.186682521,9812.5,9654.079449,900,26700,0.804490501,91.72902718,0.978893255,47.3782187,8875.386445,0.950258759,420500,4205,89,230,545.3543532,52.97434625,13.795,41.995
Saxifraga exarata ssp. ampullacea,ESM70.bin,1,1,7900,92.94117647,0.000117647,420,0.049411765,1.166666667,0.929411765,7900,NA,7900,7900,NA,0.053164557,NA,0.053164557,0.053164557,1.181,NA,1.166666667,1.166666667,1.037138367,NA,1.037138367,1.037138367,4200,0.494117647,4200,NA,4200,4200,0.765363128,97.85714286,0.136193772,1.157667041,7342.352941,0.995464494,8500,85,89,230,545.3543532,52.97434625,13.795,41.995
Saxifraga exarata ssp. ampullacea,SDM.bin,1,3,36100,34.34823977,2.85E-05,1680,0.015984776,2.210526316,0.302568982,12033.33333,17127.26871,1600,31800,1.268,0.085991731,0.049407783,0.038993711,0.1375,1.391,0.361200131,1,1.722222222,1.069129476,0.048488999,1.014385422,1.106674968,20800,0.197906755,6933.333333,11150.03737,100,19800,0.791563275,93.4114202,0.907560286,10.81786131,9715.413892,0.960005361,105100,1051,89,230,545.3543532,52.97434625,13.795,41.995
Saxifraga exarata ssp. ampullacea,Occurrence,1,3,36100,33.58139535,2.79E-05,1680,0.015627907,2.210526316,0.295813953,12033.33333,17127.26871,1600,31800,1.268,0.085991731,0.049407783,0.038993711,0.1375,1.391,0.361200131,1,1.722222222,1.069129476,0.048488999,1.014385422,1.106674968,20800,0.193488372,6933.333333,11150.03737,100,19800,0.791563275,93.4114202,0.911641752,11.3175626,9498.511628,0.959662482,107500,1075,89,230,545.3543532,52.97434625,13.795,41.995
Saxifraga federici-augusti ssp. grisebachii,ESM.bin,1,2,102100,66.25567813,1.30E-05,2380,0.015444517,1.859375,0.646982479,51050,68801.48981,2400,99700,1.282,0.052599465,0.043464253,0.021865597,0.083333333,1.373,0.497184456,1,1.703125,1.050044595,0.063356379,1.00524487,1.094844321,78700,0.510707333,39350,54517.93283,800,77900,0.889865803,97.21941355,0.581171113,2.387609908,64541.53147,0.991158254,154100,1541,441,715,462.5637959,87.81842323,21.295,41.325
Saxifraga federici-augusti ssp. grisebachii,SDM.bin,1,1,65800,65.47263682,9.95E-06,2360,0.023482587,2.269230769,0.654726368,65800,NA,65800,65800,NA,0.035866261,NA,0.035866261,0.035866261,2.3,NA,2.269230769,2.269230769,1.150154465,NA,1.150154465,1.150154465,43600,0.433830846,43600,NA,43600,43600,0.835425384,94.77848101,0.571333383,2.332815199,43080.99502,0.992317623,100500,1005,441,715,462.5637959,87.81842323,21.295,41.325
Saxifraga federici-augusti ssp. grisebachii,SDM70.bin,1,9,153800,2.814066674,1.65E-06,6140,0.001123431,3.886075949,0.015954916,17088.88889,27217.98323,2200,87200,1.368,0.070190289,0.036627835,0.025229358,0.154545455,1.444,0.40782351,1,2.115384615,1.071333093,0.058333203,1.001036525,1.156052235,97800,0.01789439,10866.66667,20838.72597,0,65200,0.818504286,92.39239239,0.999713604,3491.668692,1565.268782,0.946275416,5465400,54654,441,715,462.5637959,87.81842323,21.295,41.325
Saxifraga federici-augusti ssp. grisebachii,ESM70.bin,1,1,2600,100,0.000384615,240,0.092307692,1.090909091,1,2600,NA,2600,2600,NA,0.092307692,NA,0.092307692,0.092307692,1.177,NA,1.090909091,1.090909091,1.041385141,NA,1.041385141,1.041385141,700,0.269230769,700,NA,700,700,0.625,97.56097561,0,1,2600,1,2600,26,441,715,462.5637959,87.81842323,21.295,41.325
Saxifraga federici-augusti ssp. grisebachii,Occurrence,1,1,55200,67.31707317,1.22E-05,2120,0.025853659,2.255319149,0.673170732,55200,NA,55200,55200,NA,0.038405797,NA,0.038405797,0.038405797,2.256,NA,2.255319149,2.255319149,1.149013442,NA,1.149013442,1.149013442,35100,0.42804878,35100,NA,35100,35100,0.824793388,94.41816462,0.546841166,2.206731779,37159.02439,0.992082186,82000,820,441,715,462.5637959,87.81842323,21.295,41.325
Saxifraga fragilis ssp. fragilis,ESM70.bin,1,2,7600,36.71497585,9.66E-05,540,0.026086957,1.5,0.265700483,3800,2404.163056,2100,5500,1.102,0.078528139,0.023631447,0.061818182,0.095238095,1.119,0.094280904,1,1.133333333,1.027233494,0.006280926,1.022792208,1.031674779,3100,0.149758454,1550,1343.502884,600,2500,0.698324022,93.28358209,0.919111298,12.3626659,1674.396135,0.905897177,20700,207,344,522,545.3548896,86.11684999,0.88,42.2
Saxifraga fragilis ssp. fragilis,Occurrence,1,1,63900,65.60574949,1.03E-05,2320,0.023819302,2.274509804,0.656057495,63900,NA,63900,63900,NA,0.036306729,NA,0.036306729,0.036306729,2.294,NA,2.274509804,2.274509804,1.15011029,NA,1.15011029,1.15011029,41700,0.428131417,41700,NA,41700,41700,0.833572453,94.70252649,0.569588563,2.323358338,41922.07392,0.992233834,97400,974,344,522,545.3548896,86.11684999,0.88,42.2
Saxifraga fragilis ssp. fragilis,SDM70.bin,1,12,195700,18.11701537,1.11E-05,7840,0.007257915,4.404494382,0.050175893,16308.33333,18694.84413,2000,54200,1.405,0.060973812,0.023056167,0.027748691,0.09,1.295,0.402802072,1,2.170212766,1.043326961,0.050865314,1.001634348,1.143882799,123500,0.11433068,10291.66667,12800.67174,600,35100,0.817928472,92.07843137,0.993969989,165.8371776,6513.617849,0.94971404,1080200,10802,344,522,545.3548896,86.11684999,0.88,42.2
Saxifraga fragilis ssp. fragilis,ESM.bin,1,3,84600,55.33028123,1.96E-05,3060,0.02001308,2.593220339,0.533028123,28200,46162.43061,1000,81500,1.339,0.09612231,0.063440204,0.033128834,0.16,1.573,0.72875193,1,2.327586207,1.081008817,0.065668598,1.022792208,1.152194248,56000,0.366252453,18666.66667,31813.41436,0,55400,0.834146341,94.24372321,0.71564961,3.516787862,43477.17462,0.98624244,152900,1529,344,522,545.3548896,86.11684999,0.88,42.2
Saxifraga fragilis ssp. fragilis,SDM.bin,1,6,84700,13.90804598,9.85E-06,3560,0.005845649,3.016949153,0.120853859,14116.66667,29154.37646,600,73600,1.374,0.098842391,0.068780662,0.035054348,0.233333333,1.32,0.531531909,1,2.345454545,1.049035638,0.06709888,1.001036525,1.154563489,52500,0.086206897,8750,19576.491,0,48700,0.80982906,92.72171254,0.985317204,68.10691994,8941.82266,0.964673278,609000,6090,344,522,545.3548896,86.11684999,0.88,42.2
