Species,Model,class,n.patches,total.area,prop.landscape,patch.density,total.edge,edge.density,landscape.shape.index,largest.patch.index,mean.patch.area,sd.patch.area,min.patch.area,max.patch.area,perimeter.area.frac.dim,mean.perim.area.ratio,sd.perim.area.ratio,min.perim.area.ratio,max.perim.area.ratio,mean.shape.index,sd.shape.index,min.shape.index,max.shape.index,mean.frac.dim.index,sd.frac.dim.index,min.frac.dim.index,max.frac.dim.index,total.core.area,prop.landscape.core,mean.patch.core.area,sd.patch.core.area,min.patch.core.area,max.patch.core.area,prop.like.adjacencies,aggregation.index,lanscape.division.index,splitting.index,effective.mesh.size,patch.cohesion.index,range.size,n.cells,nwidth_mcp,nwidth_kd,sd.elev,sp.dist.equal.mean,median.long,median.lat
Saxifraga aspera,Occurrence,1,3,157400,43.96648045,8.38E-06,4060,0.011340782,2.5375,0.393854749,52466.66667,76672.70266,7900,141000,1.371,0.044134634,0.01908845,0.022411348,0.058227848,1.53,0.500763185,1.157894737,2.078947368,1.073968177,0.045532773,1.039030311,1.125462727,118400,0.330726257,39466.66667,61258.16952,3700,110200,0.878842137,95.99087353,0.843827752,6.403186305,55909.6648,0.98443486,358000,3580,544,682,700.5522712,160.232381,8.67,46.26
Saxifraga aspera,ESM70.bin,1,22,419400,9.833989871,5.16E-06,12660,0.002968486,4.869230769,0.038993622,19063.63636,39303.10233,2400,166300,1.288,0.05593162,0.019078305,0.019201521,0.090322581,1.172,0.238239919,1,1.975609756,1.028938866,0.030410502,1.001036525,1.114171632,302800,0.070999812,13763.63636,32341.90184,800,134900,0.859660791,93.90893679,0.997776911,449.8245082,9481.030763,0.957250657,4264800,42648,544,682,700.5522712,160.232381,8.67,46.26
Saxifraga aspera,SDM.bin,1,4,192100,35.286554,7.35E-06,5080,0.009331374,2.886363636,0.298310066,48025,76374.53219,5400,162400,1.292,0.05116563,0.023437925,0.020689655,0.077777778,1.604,0.391511236,1.157894737,2.074074074,1.088890216,0.037131074,1.039030311,1.122437773,143800,0.264144012,35950,62541.95925,2000,129700,0.875976563,95.57805008,0.909826611,11.08974619,49090.39309,0.980158992,544400,5444,544,682,700.5522712,160.232381,8.67,46.26
Saxifraga blavii,ESM.bin,1,13,328200,20.83941838,8.25E-06,10840,0.006882977,4.713043478,0.155501937,25246.15385,66438.06157,2400,244900,1.507,0.067818086,0.01791458,0.023928134,0.084615385,1.361,0.591604855,1,2.95959596,1.046869803,0.062374643,1.001036525,1.174928266,229300,0.145596546,17638.46154,51682.35577,800,189000,0.847452857,93.37881842,0.975303902,40.49222614,38893.88533,0.976145651,1574900,15749,399,765,448.0633785,97.39972624,18.855,43.335
Saxifraga blavii,SDM70.bin,1,26,591400,18.63498866,8.19E-06,21140,0.006661205,6.863636364,0.048241744,22746.15385,43297.79884,100,153100,1.379,0.071796637,0.069679986,0.017896799,0.4,1.371,0.560323594,1,3.197183099,1.051334317,0.053994015,1,1.197950555,394700,0.124369801,15180.76923,32577.98053,0,126300,0.835933256,92.26486209,0.994011007,166.9729846,19006.66751,0.965067206,3173600,31736,399,765,448.0633785,97.39972624,18.855,43.335
Saxifraga blavii,ESM70.bin,1,12,191000,10.95183486,6.88E-06,6600,0.003784404,3.75,0.065252294,15916.66667,31179.94208,2000,113800,1.322,0.062307817,0.01941091,0.01827768,0.09,1.249,0.244955436,1,1.541666667,1.042496263,0.040609422,1.001036525,1.095194465,130700,0.074942661,10891.66667,26145.5179,600,93500,0.840963855,93.51554126,0.995484466,221.4577375,7875.091743,0.948542114,1744000,17440,399,765,448.0633785,97.39972624,18.855,43.335
Saxifraga blavii,Occurrence,1,3,66800,50.6444276,2.27E-05,2700,0.020470053,2.596153846,0.430629265,22266.66667,30186.476,900,56800,1.273,0.085332221,0.062812435,0.034507042,0.155555556,1.598,0.441614253,1.166666667,2.041666667,1.09210091,0.043625896,1.045322474,1.131678157,42200,0.319939348,14066.66667,21077.08076,0,38300,0.816451394,93.53582555,0.809752029,5.256297849,25093.70735,0.975785436,131900,1319,399,765,448.0633785,97.39972624,18.855,43.335
Saxifraga blavii,SDM.bin,1,4,113500,50.5117935,1.78E-05,3760,0.016733422,2.764705882,0.471740098,28375,51753.929,1600,106000,1.432,0.072829511,0.033911805,0.029622642,0.1125,1.39,0.671152372,1,2.378787879,1.047593951,0.071010215,1.001036525,1.1521168,78700,0.350244771,19675,37686.01642,200,76200,0.847030106,94.55040872,0.777065757,4.485627627,50093.32443,0.98508763,224700,2247,399,765,448.0633785,97.39972624,18.855,43.335
Saxifraga bryoides,ESM.bin,1,17,890400,25.14614928,4.80E-06,24020,0.006783586,6.354497354,0.157643537,52376.47059,132856.4476,2100,558200,1.489,0.053325424,0.022491827,0.0209244,0.095238095,1.484,0.770207014,1,3.893333333,1.056533465,0.062984517,1,1.206023868,661500,0.186816911,38911.76471,106077.96,500,444500,0.873638803,94.25620069,0.973755775,38.10362083,92928.17645,0.983747598,3540900,35409,914,1127,657.0788477,212.4960488,11.27,45.38
Saxifraga bryoides,Occurrence,1,11,277000,17.26932668,6.86E-06,8380,0.005224439,3.952830189,0.104301746,25181.81818,47806.75304,500,167300,1.211,0.06497236,0.059462067,0.019366408,0.24,1.349,0.29704043,1,1.975609756,1.059399424,0.037138495,1.012861983,1.113616265,199400,0.124314214,18127.27273,39341.22751,0,135500,0.859372378,94.23997056,0.988405615,86.24864315,18597.39401,0.963935342,1604000,16040,914,1127,657.0788477,212.4960488,11.27,45.38
Saxifraga bryoides,ESM70.bin,1,32,617600,13.97063813,7.24E-06,21600,0.004886104,6.835443038,0.051485059,19300,41920.91633,700,227600,1.366,0.065161593,0.03526387,0.017486819,0.228571429,1.337,0.372932708,1,2.381818182,1.054117556,0.048141985,1,1.158155188,419700,0.094939715,13115.625,34202.28354,0,188200,0.839189994,92.43890438,0.996602398,294.3252229,15019.77967,0.9573049,4420700,44207,914,1127,657.0788477,212.4960488,11.27,45.38
Saxifraga bryoides,SDM70.bin,1,20,546400,7.22426422,2.64E-06,14820,0.001959436,5.006756757,0.025596954,27320,52900.97601,2400,193600,1.308,0.057873377,0.021411712,0.015702479,0.083333333,1.282,0.30755061,1,1.802469136,1.044463788,0.038883631,1.003452094,1.104032062,407100,0.053824999,20355,44655.25813,800,163700,0.872996829,94.49907236,0.998809556,840.0223726,9003.807811,0.962851588,7563400,75634,914,1127,657.0788477,212.4960488,11.27,45.38
Saxifraga bryoides,SDM.bin,1,24,689800,15.83526549,5.51E-06,20360,0.004673906,6.095808383,0.070682491,28741.66667,61305.33643,2400,307900,1.357,0.052379125,0.020562208,0.0168886,0.084615385,1.362,0.352242327,1,2.342342342,1.055687088,0.041948332,1.00524487,1.134734296,499000,0.114552008,20791.66667,51435.80986,800,256800,0.862562441,93.75596155,0.994399762,178.5638338,24395.19754,0.965337317,4356100,43561,914,1127,657.0788477,212.4960488,11.27,45.38
Saxifraga bulbifera,SDM.bin,1,23,1828800,47.42861589,5.96E-06,32880,0.008527192,6.066420664,0.415259732,79513.04348,331950.8114,100,1601200,1.299,0.104275925,0.119695996,0.01403947,0.4,1.359,0.74826676,1,4.42519685,1.041750581,0.058137524,1,1.208725668,1511000,0.391867009,65695.65217,285955.9828,0,1376900,0.913971743,96.21815177,0.827170498,5.786049176,666413.2784,0.994050409,3855900,38559,1080,1182,420.7986296,203.0525568,18,43.58
Saxifraga bulbifera,SDM70.bin,1,27,4609000,54.79924382,3.21E-06,68500,0.008144388,7.965116279,0.507234832,170703.7037,818572.8836,1900,4266200,1.484,0.058899416,0.019274489,0.012160705,0.105263158,1.592,0.992190342,1,6.265700483,1.073198656,0.055204841,1.004749972,1.240698163,3936400,0.468022876,145792.5926,718971.9123,300,3743100,0.928351028,96.73569482,0.742600984,3.885018738,2164905.903,0.99717525,8410700,84107,1080,1182,420.7986296,203.0525568,18,43.58
Saxifraga bulbifera,ESM.bin,1,13,2118600,62.76217561,3.85E-06,33600,0.009953786,5.753424658,0.595686693,162969.2308,555300.4538,700,2010800,1.432,0.067878015,0.044329343,0.014123732,0.2,1.499,1.08710038,1,5,1.052659805,0.062433244,1.003452094,1.22196826,1788100,0.529713236,137546.1538,477413.5622,0,1726300,0.923726505,96.70152091,0.644959631,2.816581123,1198474.268,0.99720934,3375600,33756,1080,1182,420.7986296,203.0525568,18,43.58
Saxifraga bulbifera,Occurrence,1,13,670000,45.51630435,8.83E-06,16860,0.011453804,5.140243902,0.185394022,51538.46154,87134.93883,2400,272900,1.375,0.054895251,0.026230176,0.01927446,0.1,1.489,0.534421419,1,2.504761905,1.065591741,0.050796234,1.004749972,1.147506889,509000,0.345788043,39153.84615,70432.96595,500,221100,0.881626062,94.87005138,0.942015106,17.24587104,85353.76359,0.980355561,1472000,14720,1080,1182,420.7986296,203.0525568,18,43.58
Saxifraga bulbifera,ESM70.bin,1,14,1930800,44.19014487,3.20E-06,37400,0.008559724,6.726618705,0.380312636,137914.2857,441813.1886,200,1661700,1.427,0.079843546,0.069368693,0.017319612,0.3,1.556,1.24510221,1,5.57751938,1.051504334,0.068226473,1.002785779,1.240092652,1564600,0.358089396,111757.1429,365923.1418,0,1375000,0.907622388,95.84746205,0.853129618,6.808724709,641720.7608,0.995324564,4369300,43693,1080,1182,420.7986296,203.0525568,18,43.58
Saxifraga burseriana,SDM.bin,1,2,89000,67.37320212,1.51E-05,2040,0.015442846,1.7,0.66994701,44500,62225.39674,500,88500,1.071,0.130847458,0.154365006,0.021694915,0.24,1.478,0.282842712,1.2,1.6,1.089290319,0.007482793,1.083999185,1.094581453,69700,0.527630583,34850,49285.34265,0,69700,0.891604676,97.55813953,0.551156678,2.227948931,59292.20288,0.991737804,132100,1321,223,437,641.2693732,139.9074222,12.73,46.71
Saxifraga burseriana,ESM.bin,1,3,155100,28.7115883,5.55E-06,3480,0.006442058,2.202531646,0.273417253,51700,83145.71546,2600,147700,1.257,0.059581388,0.036784334,0.019769804,0.092307692,1.41,0.450632508,1.090909091,1.896103896,1.061041866,0.040665513,1.033939296,1.107801162,122100,0.226027397,40700,68072.24104,800,119300,0.893772894,96.8574264,0.925140887,13.358427,40438.893,0.98329062,540200,5402,223,437,641.2693732,139.9074222,12.73,46.71
Saxifraga burseriana,Occurrence,1,1,77900,75.77821012,9.73E-06,1880,0.018287938,1.678571429,0.757782101,77900,NA,77900,77900,NA,0.024133504,NA,0.024133504,0.024133504,1.684,NA,1.678571429,1.678571429,1.092539056,NA,1.092539056,1.092539056,59600,0.579766537,59600,NA,59600,59600,0.886198547,97.47003995,0.425766287,1.74145122,59031.22568,0.995211062,102800,1028,223,437,641.2693732,139.9074222,12.73,46.71
Saxifraga burseriana,SDM70.bin,1,10,196200,4.173402536,2.13E-06,5820,0.001237982,3.269662921,0.032778865,19620,47352.66741,1000,154100,1.292,0.069127338,0.031039447,0.021025308,0.14,1.192,0.324094531,1,2.050632911,1.031445568,0.035064874,1.00524487,1.121278206,143000,0.030417766,14300,38256.90933,0,123000,0.861921708,94.7327249,0.998912736,919.7401173,5111.443887,0.964519309,4701200,47012,223,437,641.2693732,139.9074222,12.73,46.71
Saxifraga burseriana,ESM70.bin,1,2,90300,38.26271186,8.47E-06,2600,0.011016949,2.131147541,0.380508475,45150,63144.63556,500,89800,1.167,0.133808463,0.150177511,0.027616927,0.24,1.705,0.612825877,1.2,2.066666667,1.111037124,0.023271833,1.094581453,1.127492795,65400,0.277118644,32700,46244.78349,0,65400,0.865702479,96.04584527,0.855208812,6.906497658,34170.72034,0.985425392,236000,2360,223,437,641.2693732,139.9074222,12.73,46.71
Saxifraga caesia,ESM.bin,1,11,458700,26.0491794,6.25E-06,12500,0.007098643,4.595588235,0.183485718,41700,94469.41304,1200,323100,1.371,0.062854711,0.045575866,0.022593624,0.183333333,1.41,0.644445189,1,3.201754386,1.055055145,0.059968819,1,1.183903941,340400,0.193310239,30945.45455,74186.01436,0,252200,0.872435963,94.58951095,0.9650498,28.61213958,61543.80714,0.981825919,1760900,17609,824,1138,683.3932118,178.125479,10.965,46.265
Saxifraga caesia,SDM70.bin,1,38,1036900,14.44673559,5.29E-06,29800,0.004151921,7.303921569,0.046214507,27286.84211,64423.3178,1700,331700,1.383,0.058755373,0.021080156,0.014343708,0.105882353,1.331,0.395935418,1,2.50862069,1.049766156,0.048003565,1,1.145810112,760100,0.105901859,20002.63158,53981.42066,300,274500,0.865934857,93.73721632,0.996469825,283.2721146,25337.47457,0.96692724,7177400,71774,824,1138,683.3932118,178.125479,10.965,46.265
Saxifraga caesia,ESM70.bin,1,15,243700,8.595816726,5.29E-06,7780,0.002744171,3.929292929,0.060526966,16246.66667,43091.56143,1100,171600,1.285,0.068195985,0.028026484,0.02027972,0.145454545,1.175,0.271791325,1,2.096385542,1.030488484,0.030039911,1.001634348,1.123129066,172200,0.060738598,11480,34836.68428,0,137200,0.852175565,93.92670157,0.996273147,268.3228921,10566.0012,0.961752945,2835100,28351,824,1138,683.3932118,178.125479,10.965,46.265
Saxifraga caesia,Occurrence,1,6,272100,29.00543652,6.40E-06,6680,0.007120776,3.180952381,0.224069929,45350,80864.34938,5900,210200,1.336,0.045040039,0.016724126,0.017697431,0.06031746,1.461,0.366391666,1.0625,2.02173913,1.069633417,0.041859537,1.017706393,1.115419045,208400,0.222151157,34733.33333,68067.39797,2900,173500,0.88434903,95.70919993,0.948825759,19.54108109,48006.5558,0.977327845,938100,9381,824,1138,683.3932118,178.125479,10.965,46.265
Saxifraga caesia,SDM.bin,1,19,493000,12.98940823,5.01E-06,14080,0.003709754,4.992907801,0.069478843,25947.36842,58986.86641,2400,263700,1.352,0.0532588,0.0197915,0.016761471,0.083333333,1.274,0.333051082,1,2.145631068,1.042834346,0.0404719,1.003452094,1.125328269,362400,0.095484007,19073.68421,49731.30963,800,220900,0.866717153,94.20722297,0.99476419,190.992424,19871.99241,0.96557338,3795400,37954,824,1138,683.3932118,178.125479,10.965,46.265
Saxifraga callosa ssp. callosa,SDM70.bin,1,7,86400,4.498125781,3.64E-06,4080,0.002124115,3.457627119,0.016555602,12342.85714,10081.47759,3000,31800,1.509,0.055303789,0.016389405,0.035761589,0.077419355,1.305,0.360175116,1,2.027777778,1.04955852,0.046763318,1.001036525,1.138182938,49900,0.025978759,7128.571429,6483.752588,1200,19000,0.788819876,91.31216297,0.999545669,2201.040806,872.6780508,0.928998993,1920800,19208,196,324,511.2011556,46.73288946,12.545,43.115
Saxifraga callosa ssp. callosa,SDM.bin,1,6,135900,52.00918485,2.30E-05,4760,0.018216609,3.216216216,0.305013395,22650,30496.27846,900,79700,1.296,0.068513062,0.056348558,0.026239067,0.177777778,1.354,0.497008245,1,2.315789474,1.053436769,0.055804044,1.004749972,1.150491854,91500,0.350172216,15250,21312.41422,0,54200,0.838971583,93.79727685,0.88681149,8.834819008,29576.15767,0.971956897,261300,2613,196,324,511.2011556,46.73288946,12.545,43.115
Saxifraga callosa ssp. callosa,ESM70.bin,1,3,42700,33.12645462,2.33E-05,1780,0.013809154,2.119047619,0.216446858,14233.33333,11886.68723,6300,27900,1.462,0.047463229,0.01105543,0.035125448,0.056470588,1.259,0.221953212,1,1.441176471,1.044969466,0.03829384,1.001800161,1.074844262,26300,0.204034135,8766.666667,8438.799283,3500,18500,0.811240721,94.21182266,0.946413557,18.66143651,6907.292475,0.950183761,128900,1289,196,324,511.2011556,46.73288946,12.545,43.115
Saxifraga callosa ssp. callosa,Occurrence,1,6,103000,37.89551141,2.21E-05,3700,0.013612951,2.846153846,0.193156733,17166.66667,20800.92947,700,52500,1.226,0.069311973,0.052989884,0.027692308,0.171428571,1.254,0.320743851,1,1.826086957,1.042365978,0.039171015,1.004749972,1.111508795,69200,0.25459897,11533.33333,15173.22203,0,36700,0.83518931,93.98496241,0.946781087,18.79031224,14464.90066,0.959657682,271800,2718,196,324,511.2011556,46.73288946,12.545,43.115
Saxifraga callosa ssp. callosa,ESM.bin,1,8,227900,45.13765102,1.58E-05,7720,0.015290156,4.020833333,0.33392751,28487.5,56948.81003,1400,168600,1.408,0.065890804,0.041154986,0.027639383,0.157142857,1.457,0.590890537,1,2.807228916,1.065505825,0.05863229,1.004749972,1.173296147,155500,0.307981779,19437.5,42115.85848,0,123200,0.843851133,93.50067234,0.885477755,8.731927999,57822.28164,0.979070215,504900,5049,196,324,511.2011556,46.73288946,12.545,43.115
Saxifraga camposii ssp. leptophylla,ESM.bin,1,1,44700,83.24022346,1.86E-05,1180,0.021973929,1.372093023,0.832402235,44700,NA,44700,44700,NA,0.02639821,NA,0.02639821,0.02639821,1.395,NA,1.372093023,1.372093023,1.06221879,NA,1.06221879,1.06221879,33400,0.621973929,33400,NA,33400,33400,0.876180483,98.11985899,0.30710652,1.443223278,37208.37989,0.995667863,53700,537,36,95,329.915918,95.11986827,-2.15,38.17
Saxifraga camposii ssp. leptophylla,SDM70.bin,1,3,17900,12.07012812,2.02E-05,1080,0.007282535,2,0.066756575,5966.666667,4225.320501,1500,9900,0.989,0.0804144,0.045851435,0.052525253,0.133333333,1.238,0.127288735,1.058823529,1.3,1.051013726,0.023223936,1.025065259,1.069849614,8500,0.057316251,2833.333333,2532.455988,100,5100,0.737864078,91.8429003,0.993520179,154.3252403,960.9575185,0.901385817,148300,1483,36,95,329.915918,95.11986827,-2.15,38.17
Saxifraga camposii ssp. leptophylla,ESM70.bin,1,1,5100,73.91304348,0.000144928,420,0.060869565,1.4,0.739130435,5100,NA,5100,5100,NA,0.082352941,NA,0.082352941,0.082352941,1.47,NA,1.4,1.4,1.090304001,NA,1.090304001,1.090304001,1700,0.246376812,1700,NA,1700,1700,0.658536585,93.10344828,0.4536862,1.830449827,3769.565217,0.977669578,6900,69,36,95,329.915918,95.11986827,-2.15,38.17
Saxifraga camposii ssp. leptophylla,Occurrence,1,1,27800,69.84924623,2.51E-05,1080,0.027135678,1.588235294,0.698492462,27800,NA,27800,27800,NA,0.038848921,NA,0.038848921,0.038848921,1.619,NA,1.588235294,1.588235294,1.094212086,NA,1.094212086,1.094212086,17800,0.447236181,17800,NA,17800,17800,0.82295082,96.16858238,0.51210828,2.049635112,19418.09045,0.989629637,39800,398,36,95,329.915918,95.11986827,-2.15,38.17
Saxifraga camposii ssp. leptophylla,SDM.bin,1,1,30100,75.8186398,2.52E-05,1080,0.02720403,1.542857143,0.758186398,30100,NA,30100,30100,NA,0.035880399,NA,0.035880399,0.035880399,1.556,NA,1.542857143,1.542857143,1.085777678,NA,1.085777678,1.085777678,20200,0.508816121,20200,NA,20200,20200,0.835365854,96.64902998,0.425153386,1.739594486,22821.41058,0.992155832,39700,397,36,95,329.915918,95.11986827,-2.15,38.17
Saxifraga clusii ssp. clusii,Occurrence,1,2,44200,42.17557252,1.91E-05,1980,0.01889313,2.302325581,0.416984733,22100,30547.01295,500,43700,1.226,0.141281465,0.139609092,0.042562929,0.24,1.783,0.717208307,1.2,2.214285714,1.122113186,0.03893575,1.094581453,1.149644919,26000,0.248091603,13000,18384.77631,0,26000,0.798575788,93.3412604,0.82610097,5.750463365,18224.61832,0.979688991,104800,1048,199,397,616.9440319,101.3567512,2.08,43.12
Saxifraga clusii ssp. clusii,ESM.bin,1,2,58100,50.96491228,1.75E-05,2120,0.018596491,2.163265306,0.50877193,29050,40941.48263,100,58000,1.242,0.217931034,0.2574844,0.035862069,0.4,1.58,0.793691285,1,2.12244898,1.070178314,0.099247124,1,1.140356629,38100,0.334210526,19050,26940.76836,0,38100,0.832807571,94.8787062,0.741150354,3.863246542,29508.85965,0.986943249,114000,1140,199,397,616.9440319,101.3567512,2.08,43.12
Saxifraga clusii ssp. clusii,SDM70.bin,1,1,2600,100,0.000384615,220,0.084615385,1,1,2600,NA,2600,2600,NA,0.084615385,NA,0.084615385,0.084615385,1.079,NA,1,1,1.019254039,NA,1.019254039,1.019254039,800,0.307692308,800,NA,800,800,0.650793651,100,0,1,2600,1,2600,26,199,397,616.9440319,101.3567512,2.08,43.12
Saxifraga clusii ssp. clusii,SDM.bin,1,2,44200,42.17557252,1.91E-05,1980,0.01889313,2.302325581,0.416984733,22100,30547.01295,500,43700,1.226,0.141281465,0.139609092,0.042562929,0.24,1.783,0.717208307,1.2,2.214285714,1.122113186,0.03893575,1.094581453,1.149644919,26000,0.248091603,13000,18384.77631,0,26000,0.798575788,93.3412604,0.82610097,5.750463365,18224.61832,0.979688991,104800,1048,199,397,616.9440319,101.3567512,2.08,43.12
Saxifraga clusii ssp. clusii,ESM70.bin,1,1,2700,100,0.00037037,220,0.081481481,1,1,2700,NA,2700,2700,NA,0.081481481,NA,0.081481481,0.081481481,1.058,NA,1,1,1.014385422,NA,1.014385422,1.014385422,900,0.333333333,900,NA,900,900,0.661538462,100,0,1,2700,1,2700,27,199,397,616.9440319,101.3567512,2.08,43.12
Saxifraga clusii ssp. lepismigena,ESM70.bin,1,1,100200,65.40469974,6.53E-06,2240,0.01462141,1.75,0.654046997,100200,NA,100200,100200,NA,0.022355289,NA,0.022355289,0.022355289,1.769,NA,1.75,1.75,1.099084471,NA,1.099084471,1.099084471,78400,0.511749347,78400,NA,78400,78400,0.894139887,97.5257732,0.572222525,2.337663993,65535.50914,0.993799182,153200,1532,80,245,408.964724,53.08552121,-7.515,42.44
Saxifraga clusii ssp. lepismigena,SDM70.bin,1,2,62500,74.94004796,2.40E-05,1520,0.01822542,1.52,0.737410072,31250,42779.96026,1000,61500,1.039,0.091056911,0.097500252,0.022113821,0.16,1.318,0.153543187,1.142857143,1.36,1.062636605,0.007641547,1.057233215,1.068039994,48500,0.581534772,24250,34294.67889,0,48500,0.885369532,97.91492911,0.456082616,1.838514505,45362.70983,0.989874788,83400,834,80,245,408.964724,53.08552121,-7.515,42.44
Saxifraga clusii ssp. lepismigena,ESM.bin,1,6,162300,35.92297477,1.33E-05,4340,0.00960602,2.679012346,0.310756972,27050,55552.88471,2400,140400,1.235,0.070817455,0.0354306,0.019373219,0.128,1.348,0.324155598,1,1.813333333,1.059955311,0.045198452,1.00524487,1.12014337,121900,0.26980965,20316.66667,45760.83114,0,113700,0.874675137,95.70300158,0.90289773,10.2984204,43870.80567,0.976041551,451800,4518,80,245,408.964724,53.08552121,-7.515,42.44
Saxifraga clusii ssp. lepismigena,SDM.bin,1,2,74300,63.88650043,1.72E-05,1960,0.016852966,1.781818182,0.634565778,37150,51830.92706,500,73800,1.093,0.132466125,0.152075865,0.024932249,0.24,1.517,0.33426866,1.2,1.672727273,1.094276553,0.000431194,1.093971653,1.094581453,56700,0.487532244,28350,40092.95449,0,56700,0.876262626,96.99510832,0.59730779,2.483286179,46833.10404,0.990028906,116300,1163,80,245,408.964724,53.08552121,-7.515,42.44
Saxifraga clusii ssp. lepismigena,Occurrence,1,2,71500,61.058924,1.71E-05,2180,0.018616567,2.018518519,0.606319385,35750,49851.02807,500,71000,1.147,0.134507042,0.149189572,0.029014085,0.24,1.637,0.500212575,1.2,1.907407407,1.106281206,0.016545949,1.094581453,1.117980958,51300,0.438087105,25650,36274.57787,0,51300,0.858349578,96.00290698,0.632358572,2.720041656,43050.81127,0.989390437,117100,1171,80,245,408.964724,53.08552121,-7.515,42.44
Saxifraga conifera,Occurrence,1,2,30000,67.87330317,4.52E-05,1220,0.02760181,1.742857143,0.592760181,15000,15839.1919,3800,26200,1.255,0.054781037,0.026733125,0.035877863,0.073684211,1.294,0.245591866,1.076923077,1.424242424,1.052068609,0.030017063,1.03084334,1.073293877,18600,0.42081448,9300,11172.28714,1400,17200,0.815431165,95.39823009,0.641244037,2.787410113,15857.01357,0.974330672,44200,442,70,224,359.6967397,78.84778392,-5.725,42.675
Saxifraga conifera,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153200,1532,70,224,359.6967397,78.84778392,-5.725,42.675
Saxifraga conifera,ESM.bin,1,1,37900,72.32824427,1.91E-05,1340,0.025572519,1.717948718,0.723282443,37900,NA,37900,37900,NA,0.035356201,NA,0.035356201,0.035356201,1.721,NA,1.717948718,1.717948718,1.102967363,NA,1.102967363,1.102967363,24900,0.47519084,24900,NA,24900,24900,0.837575758,96.10570236,0.476862508,1.911543362,27412.40458,0.991967763,52400,524,70,224,359.6967397,78.84778392,-5.725,42.675
Saxifraga conifera,SDM.bin,1,2,30000,67.87330317,4.52E-05,1220,0.02760181,1.742857143,0.592760181,15000,15839.1919,3800,26200,1.255,0.054781037,0.026733125,0.035877863,0.073684211,1.294,0.245591866,1.076923077,1.424242424,1.052068609,0.030017063,1.03084334,1.073293877,18600,0.42081448,9300,11172.28714,1400,17200,0.815431165,95.39823009,0.641244037,2.787410113,15857.01357,0.974330672,44200,442,70,224,359.6967397,78.84778392,-5.725,42.675
Saxifraga conifera,SDM70.bin,1,1,6000,100,0.000166667,400,0.066666667,1.25,1,6000,NA,6000,6000,NA,0.066666667,NA,0.066666667,0.066666667,1.291,NA,1.25,1.25,1.058718864,NA,1.058718864,1.058718864,2400,0.4,2400,NA,2400,2400,0.714285714,96.15384615,0,1,6000,1,6000,60,70,224,359.6967397,78.84778392,-5.725,42.675
Saxifraga corsica ssp. corsica,ESM.bin,1,1,38600,77.82258065,2.02E-05,1260,0.025403226,1.575,0.778225806,38600,NA,38600,38600,NA,0.032642487,NA,0.032642487,0.032642487,1.603,NA,1.575,1.575,1.089398452,NA,1.089398452,1.089398452,26600,0.536290323,26600,NA,26600,26600,0.849101796,96.8579235,0.394364594,1.65115842,30039.51613,0.993720718,49600,496,151,360,394.6381409,14.08876165,9.29,41.555
Saxifraga corsica ssp. corsica,Occurrence,1,2,30200,61.63265306,4.08E-05,1220,0.024897959,1.742857143,0.395918367,15100,6081.118318,10800,19400,0.561,0.042936235,0.012608586,0.034020619,0.051851852,1.266,0.109433192,1.178571429,1.333333333,1.049246958,0.021107003,1.034322053,1.064171863,19100,0.389795918,9550,5586.143571,5600,13500,0.816541353,95.43057996,0.794668888,4.870182556,10061.22449,0.962201841,49000,490,151,360,394.6381409,14.08876165,9.29,41.555
Saxifraga corsica ssp. corsica,SDM70.bin,1,1,10600,82.8125,7.81E-05,580,0.0453125,1.380952381,0.828125,10600,NA,10600,10600,NA,0.054716981,NA,0.054716981,0.054716981,1.408,NA,1.380952381,1.380952381,1.073890072,NA,1.073890072,1.073890072,5500,0.4296875,5500,NA,5500,5500,0.7593361,95.81151832,0.314208984,1.458170167,8778.125,0.990412322,12800,128,151,360,394.6381409,14.08876165,9.29,41.555
Saxifraga corsica ssp. corsica,SDM.bin,1,2,30200,61.63265306,4.08E-05,1220,0.024897959,1.742857143,0.395918367,15100,6081.118318,10800,19400,0.561,0.042936235,0.012608586,0.034020619,0.051851852,1.266,0.109433192,1.178571429,1.333333333,1.049246958,0.021107003,1.034322053,1.064171863,19100,0.389795918,9550,5586.143571,5600,13500,0.816541353,95.43057996,0.794668888,4.870182556,10061.22449,0.962201841,49000,490,151,360,394.6381409,14.08876165,9.29,41.555
Saxifraga corsica ssp. corsica,ESM70.bin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153200,1532,151,360,394.6381409,14.08876165,9.29,41.555
Saxifraga corsica ssp. cossoniana,ESM.bin,1,3,29700,38.02816901,3.84E-05,1320,0.016901408,1.885714286,0.33162612,9900,13900,800,25900,1.238,0.087057057,0.057326635,0.037837838,0.15,1.196,0.279927403,1,1.484848485,1.033789484,0.04317181,1.001036525,1.082711899,18100,0.231754161,6033.333333,9429.916931,0,16900,0.8,94.45438283,0.888443687,8.964082592,8712.548015,0.958051747,78100,781,85,138,431.8813831,65.15920738,-0.97,38.83
